Dataset,URL,File
Flores-flores101_devtest-1-ell-eng,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-est,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-est,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-fas,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-fas,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-fin,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-fin,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-fra,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-fra,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-ful,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-ful,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-gle,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-gle,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-glg,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-glg,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-guj,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-guj,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-hau,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-hau,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-heb,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-heb,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-hin,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-hin,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-hrv,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-hrv,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-hun,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-hun,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-hye,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-hye,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-ibo,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-ibo,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-ind,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-ind,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-isl,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-isl,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-ita,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-ita,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-jav,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-jav,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-jpn,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-jpn,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-kam,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-kam,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-kan,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-kan,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-kat,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-kat,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-kaz,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-kaz,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-kea,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-kea,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-khm,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-khm,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-kir,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-kir,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-kor,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-kor,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-lao,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-lao,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-lav,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-lav,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-lin,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-lin,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-lit,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-lit,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-ltz,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-ltz,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-lug,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-lug,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-luo,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-luo,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-mal,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-mal,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-mar,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-mar,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-mkd,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-mkd,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-mlt,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-mlt,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-mon,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-mon,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-mri,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-mri,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-msa,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-msa,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-mya,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-mya,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-nld,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-nld,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-nob,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-nob,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-npi,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-npi,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-nso,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-nso,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-nya,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-nya,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-oci,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-oci,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-orm,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-orm,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-ory,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-ory,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-pan,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-pan,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-pol,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-pol,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-por,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-por,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-pus,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-pus,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-ron,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-ron,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-rus,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-rus,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-slk,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-slk,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-slv,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-slv,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-sna,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-sna,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-snd,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-snd,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-som,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-som,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-spa,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-spa,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-srp,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-srp,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-swe,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-swe,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-swh,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-swh,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-tam,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-tam,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-tel,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-tel,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_dev-1-eng-tgk,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
Flores-flores101_devtest-1-eng-tgk,https://dl.fbaipublicfiles.com/flores101/dataset/flores101_dataset.tar.gz,flores101_dataset/dev/zul_Latn.dev,flores101_dataset/dev/zul_Latn.dev
