Dataset,URL,File
Statmt-newstest_csen-2017-ces-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2017-csen-src.cs.sgm,dev/newstest2017-csen-ref.en.sgm
Statmt-newstest_encs-2017-eng-ces,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2017-encs-src.en.sgm,dev/newstest2017-encs-ref.cs.sgm
Statmt-newstest_entr-2017-eng-tur,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2017-entr-src.en.sgm,dev/newstest2017-entr-ref.tr.sgm
Statmt-newstest_enru-2017-eng-rus,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2017-enru-src.en.sgm,dev/newstest2017-enru-ref.ru.sgm
Statmt-newstest_tren-2017-tur-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2017-tren-src.tr.sgm,dev/newstest2017-tren-ref.en.sgm
Statmt-newstest_fien-2017-fin-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2017-fien-src.fi.sgm,dev/newstest2017-fien-ref.en.sgm
Statmt-newstest_enzh-2017-eng-zho,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2017-enzh-src.en.sgm,dev/newstest2017-enzh-ref.zh.sgm
Statmt-newstest_enlv-2017-eng-lav,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2017-enlv-src.en.sgm,dev/newstest2017-enlv-ref.lv.sgm
Statmt-newsdev_eten-2018-est-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2018-eten-src.et.sgm,dev/newsdev2018-eten-ref.en.sgm
Statmt-newsdev_enet-2018-eng-est,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2018-enet-src.en.sgm,dev/newsdev2018-enet-ref.et.sgm
Statmt-newstest_ruen-2018-rus-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-ruen-src.ru.sgm,dev/newstest2018-ruen-ref.en.sgm
Statmt-newstest_zhen-2018-zho-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-zhen-src.zh.sgm,dev/newstest2018-zhen-ref.en.sgm
Statmt-newstest_eten-2018-est-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-eten-src.et.sgm,dev/newstest2018-eten-ref.en.sgm
Statmt-newstest_enfi-2018-eng-fin,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-enfi-src.en.sgm,dev/newstest2018-enfi-ref.fi.sgm
Statmt-newstest_ende-2018-eng-deu,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-ende-src.en.sgm,dev/newstest2018-ende-ref.de.sgm
Statmt-newstest_deen-2018-deu-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-deen-src.de.sgm,dev/newstest2018-deen-ref.en.sgm
Statmt-newstest_encs-2018-eng-ces,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-encs-src.en.sgm,dev/newstest2018-encs-ref.cs.sgm
Statmt-newstest_entr-2018-eng-tur,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-entr-src.en.sgm,dev/newstest2018-entr-ref.tr.sgm
Statmt-newstest_csen-2018-ces-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-csen-src.cs.sgm,dev/newstest2018-csen-ref.en.sgm
Statmt-newstest_tren-2018-tur-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-tren-src.tr.sgm,dev/newstest2018-tren-ref.en.sgm
Statmt-newstest_enru-2018-eng-rus,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-enru-src.en.sgm,dev/newstest2018-enru-ref.ru.sgm
Statmt-newstest_enet-2018-eng-est,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-enet-src.en.sgm,dev/newstest2018-enet-ref.et.sgm
Statmt-newstest_fien-2018-fin-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-fien-src.fi.sgm,dev/newstest2018-fien-ref.en.sgm
Statmt-newstest_enzh-2018-eng-zho,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2018-enzh-src.en.sgm,dev/newstest2018-enzh-ref.zh.sgm
Statmt-newsdev_guen-2019-guj-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2019-guen-src.gu.sgm,dev/newsdev2019-guen-ref.en.sgm
Statmt-newsdev_kken-2019-kaz-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2019-kken-src.kk.sgm,dev/newsdev2019-kken-ref.en.sgm
Statmt-newsdev_enlt-2019-eng-lit,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2019-enlt-src.en.sgm,dev/newsdev2019-enlt-ref.lt.sgm
Statmt-newsdev_enkk-2019-eng-kaz,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2019-enkk-src.en.sgm,dev/newsdev2019-enkk-ref.kk.sgm
Statmt-newsdev_lten-2019-lit-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2019-lten-src.lt.sgm,dev/newsdev2019-lten-ref.en.sgm
Statmt-newsdev_engu-2019-eng-guj,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2019-engu-src.en.sgm,dev/newsdev2019-engu-ref.gu.sgm
Statmt-newstest_deen-2019-deu-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-deen-src.de.sgm,dev/newstest2019-deen-ref.en.sgm
Statmt-newstest_kken-2019-kaz-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-kken-src.kk.sgm,dev/newstest2019-kken-ref.en.sgm
Statmt-newstest_ende-2019-eng-deu,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-ende-src.en.sgm,dev/newstest2019-ende-ref.de.sgm
Statmt-newstest_enfi-2019-eng-fin,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-enfi-src.en.sgm,dev/newstest2019-enfi-ref.fi.sgm
Statmt-newstest_ruen-2019-rus-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-ruen-src.ru.sgm,dev/newstest2019-ruen-ref.en.sgm
Statmt-newstest_zhen-2019-zho-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-zhen-src.zh.sgm,dev/newstest2019-zhen-ref.en.sgm
Statmt-newstest_guen-2019-guj-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-guen-src.gu.sgm,dev/newstest2019-guen-ref.en.sgm
Statmt-newstest_enkk-2019-eng-kaz,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-enkk-src.en.sgm,dev/newstest2019-enkk-ref.kk.sgm
Statmt-newstest_enzh-2019-eng-zho,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-enzh-src.en.sgm,dev/newstest2019-enzh-ref.zh.sgm
Statmt-newstest_fien-2019-fin-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-fien-src.fi.sgm,dev/newstest2019-fien-ref.en.sgm
Statmt-newstest_engu-2019-eng-guj,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-engu-src.en.sgm,dev/newstest2019-engu-ref.gu.sgm
Statmt-newstest_lten-2019-lit-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-lten-src.lt.sgm,dev/newstest2019-lten-ref.en.sgm
Statmt-newstest_enlt-2019-eng-lit,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-enlt-src.en.sgm,dev/newstest2019-enlt-ref.lt.sgm
Statmt-newstest_enru-2019-eng-rus,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-enru-src.en.sgm,dev/newstest2019-enru-ref.ru.sgm
Statmt-newstest_encs-2019-eng-ces,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2019-encs-src.en.sgm,dev/newstest2019-encs-ref.cs.sgm
Statmt-newsdev_iuen-2020-iku-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2020-iuen-src.iu.sgm,dev/newsdev2020-iuen-ref.en.sgm
Statmt-newsdev_enta-2020-eng-tam,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2020-enta-src.en.sgm,dev/newsdev2020-enta-ref.ta.sgm
Statmt-newsdev_taen-2020-tam-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2020-taen-src.ta.sgm,dev/newsdev2020-taen-ref.en.sgm
Statmt-newsdev_plen-2020-pol-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2020-plen-src.pl.sgm,dev/newsdev2020-plen-ref.en.sgm
Statmt-newsdev_eniu-2020-eng-iku,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2020-eniu-src.en.sgm,dev/newsdev2020-eniu-ref.iu.sgm
Statmt-newsdev_enja-2020-eng-jpn,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2020-enja-src.en.sgm,dev/newsdev2020-enja-ref.ja.sgm
Statmt-newsdev_jaen-2020-jpn-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2020-jaen-src.ja.sgm,dev/newsdev2020-jaen-ref.en.sgm
Statmt-newsdev_enpl-2020-eng-pol,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newsdev2020-enpl-src.en.sgm,dev/newsdev2020-enpl-ref.pl.sgm
Statmt-generaltest-2022_refB-ces-eng,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.cs-en.src.cs,wmt22-news-systems-*/txt/references/generaltest2022.cs-en.ref.B.en
Statmt-generaltest-2022_refC-ces-eng,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.cs-en.src.cs,wmt22-news-systems-*/txt/references/generaltest2022.cs-en.ref.C.en
Statmt-generaltest-2022_refA-deu-eng,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.de-en.src.de,wmt22-news-systems-*/txt/references/generaltest2022.de-en.ref.A.en
Statmt-generaltest-2022_refB-deu-eng,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.de-en.src.de,wmt22-news-systems-*/txt/references/generaltest2022.de-en.ref.B.en
Statmt-generaltest-2022_refB-eng-ces,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-cs.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-cs.ref.B.cs
Statmt-generaltest-2022_refC-eng-ces,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-cs.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-cs.ref.C.cs
Statmt-generaltest-2022_refA-eng-deu,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-de.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-de.ref.A.de
Statmt-generaltest-2022_refB-eng-deu,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-de.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-de.ref.B.de
Statmt-generaltest-2022_refA-eng-hrv,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-hr.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-hr.ref.A.hr
Statmt-generaltest-2022_refstud-eng-hrv,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-hr.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-hr.ref.stud.hr
Statmt-generaltest-2022_refA-eng-jpn,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-ja.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-ja.ref.A.ja
Statmt-generaltest-2022_refA-eng-liv,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-liv.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-liv.ref.A.liv
Statmt-generaltest-2022_refA-eng-rus,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-ru.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-ru.ref.A.ru
Statmt-generaltest-2022_refA-eng-ukr,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-uk.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-uk.ref.A.uk
Statmt-generaltest-2022_refA-eng-zho,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-zh.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-zh.ref.A.zh
Statmt-generaltest-2022_refB-eng-zho,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.en-zh.src.en,wmt22-news-systems-*/txt/references/generaltest2022.en-zh.ref.B.zh
Statmt-generaltest-2022_refA-jpn-eng,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.ja-en.src.ja,wmt22-news-systems-*/txt/references/generaltest2022.ja-en.ref.A.en
Statmt-generaltest-2022_refA-liv-eng,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.liv-en.src.liv,wmt22-news-systems-*/txt/references/generaltest2022.liv-en.ref.A.en
Statmt-generaltest-2022_refA-rus-eng,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.ru-en.src.ru,wmt22-news-systems-*/txt/references/generaltest2022.ru-en.ref.A.en
Statmt-generaltest-2022_refA-ukr-eng,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.uk-en.src.uk,wmt22-news-systems-*/txt/references/generaltest2022.uk-en.ref.A.en
Statmt-generaltest-2022_refA-zho-eng,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.zh-en.src.zh,wmt22-news-systems-*/txt/references/generaltest2022.zh-en.ref.A.en
Statmt-generaltest-2022_refB-zho-eng,https://github.com/wmt-conference/wmt22-news-systems/archive/refs/tags/v1.2.zip,wmt22-news-systems-*/txt/sources/generaltest2022.zh-en.src.zh,wmt22-news-systems-*/txt/references/generaltest2022.zh-en.ref.B.en
Statmt-generaltest-2023_refA-deu-eng,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.de-en.src.de,wmt23-news-systems-*/txt/references/generaltest2023.de-en.ref.refA.en
Statmt-generaltest-2023_refA-eng-ces,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.en-cs.src.en,wmt23-news-systems-*/txt/references/generaltest2023.en-cs.ref.refA.cs
Statmt-generaltest-2023_refA-eng-deu,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.en-de.src.en,wmt23-news-systems-*/txt/references/generaltest2023.en-de.ref.refA.de
Statmt-generaltest-2023_refA-eng-heb,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.en-he.src.en,wmt23-news-systems-*/txt/references/generaltest2023.en-he.ref.refA.he
Statmt-generaltest-2023_refB-eng-heb,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.en-he.src.en,wmt23-news-systems-*/txt/references/generaltest2023.en-he.ref.refB.he
Statmt-generaltest-2023_refA-eng-jpn,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.en-ja.src.en,wmt23-news-systems-*/txt/references/generaltest2023.en-ja.ref.refA.ja
Statmt-generaltest-2023_refA-eng-rus,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.en-ru.src.en,wmt23-news-systems-*/txt/references/generaltest2023.en-ru.ref.refA.ru
Statmt-generaltest-2023_refA-eng-ukr,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.en-uk.src.en,wmt23-news-systems-*/txt/references/generaltest2023.en-uk.ref.refA.uk
Statmt-generaltest-2023_refA-eng-zho,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.en-zh.src.en,wmt23-news-systems-*/txt/references/generaltest2023.en-zh.ref.refA.zh
Statmt-generaltest-2023_refA-heb-eng,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.he-en.src.he,wmt23-news-systems-*/txt/references/generaltest2023.he-en.ref.refA.en
Statmt-generaltest-2023_refB-heb-eng,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.he-en.src.he,wmt23-news-systems-*/txt/references/generaltest2023.he-en.ref.refB.en
Statmt-generaltest-2023_refA-jpn-eng,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.ja-en.src.ja,wmt23-news-systems-*/txt/references/generaltest2023.ja-en.ref.refA.en
Statmt-generaltest-2023_refA-rus-eng,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.ru-en.src.ru,wmt23-news-systems-*/txt/references/generaltest2023.ru-en.ref.refA.en
Statmt-generaltest-2023_refA-ukr-eng,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.uk-en.src.uk,wmt23-news-systems-*/txt/references/generaltest2023.uk-en.ref.refA.en
Statmt-generaltest-2023_refA-zho-eng,https://github.com/wmt-conference/wmt23-news-systems/archive/refs/tags/v.0.1.zip,wmt23-news-systems-*/txt/sources/generaltest2023.zh-en.src.zh,wmt23-news-systems-*/txt/references/generaltest2023.zh-en.ref.refA.en
Statmt-newstest-2009-eng-ces,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2009.en,dev/newstest2009.cs
Statmt-newstest-2009-eng-deu,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2009.en,dev/newstest2009.de
Statmt-newstest-2009-eng-spa,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2009.en,dev/newstest2009.es
Statmt-newstest-2009-eng-fra,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2009.en,dev/newstest2009.fr
Statmt-newstest-2010-eng-ces,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2010.en,dev/newstest2010.cs
Statmt-newstest-2010-eng-deu,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2010.en,dev/newstest2010.de
Statmt-newstest-2010-eng-spa,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2010.en,dev/newstest2010.es
Statmt-newstest-2010-eng-fra,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2010.en,dev/newstest2010.fr
Statmt-newstest-2011-eng-ces,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2011.en,dev/newstest2011.cs
Statmt-newstest-2011-eng-deu,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2011.en,dev/newstest2011.de
Statmt-newstest-2011-eng-spa,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2011.en,dev/newstest2011.es
Statmt-newstest-2011-eng-fra,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2011.en,dev/newstest2011.fr
Statmt-newstest-2012-eng-ces,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2012.en,dev/newstest2012.cs
Statmt-newstest-2012-eng-deu,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2012.en,dev/newstest2012.de
Statmt-newstest-2012-eng-spa,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2012.en,dev/newstest2012.es
Statmt-newstest-2012-eng-fra,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2012.en,dev/newstest2012.fr
Statmt-newstest-2012-eng-rus,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2012.en,dev/newstest2012.ru
Statmt-newstest-2013-eng-ces,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2013.en,dev/newstest2013.cs
Statmt-newstest-2013-eng-deu,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2013.en,dev/newstest2013.de
Statmt-newstest-2013-eng-spa,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2013.en,dev/newstest2013.es
Statmt-newstest-2013-eng-fra,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2013.en,dev/newstest2013.fr
Statmt-newstest-2013-eng-rus,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/newstest2013.en,dev/newstest2013.ru
Statmt-wikipedia_dev_psen-1-pus-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/wikipedia.dev.ps-en.ps,dev/wikipedia.dev.ps-en.en
Statmt-wikipedia_devtest_psen-1-pus-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/wikipedia.devtest.ps-en.ps,dev/wikipedia.devtest.ps-en.en
Statmt-wikipedia_dev_kmen-1-khm-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/wikipedia.dev.km-en.km,dev/wikipedia.dev.km-en.en
Statmt-wikipedia_devtest_kmen-1-khm-eng,http://data.statmt.org/wmt20/translation-task/dev.tgz,dev/wikipedia.devtest.km-en.km,dev/wikipedia.devtest.km-en.en
Statmt-newstest_csen-2020-ces-eng,http://data.statmt.org/wmt20/translation-task/test.tgz,sgm/newstest2020-csen-src.cs.sgm,sgm/newstest2020-csen-ref.en.sgm
Statmt-newstest_deen-2020-deu-eng,http://data.statmt.org/wmt20/translation-task/test.tgz,sgm/newstest2020-deen-src.de.sgm,sgm/newstest2020-deen-ref.en.sgm
Statmt-newstest_encs-2020-eng-ces,http://data.statmt.org/wmt20/translation-task/test.tgz,sgm/newstest2020-encs-src.en.sgm,sgm/newstest2020-encs-ref.cs.sgm
Statmt-newstest_ende-2020-eng-deu,http://data.statmt.org/wmt20/translation-task/test.tgz,sgm/newstest2020-ende-src.en.sgm,sgm/newstest2020-ende-ref.de.sgm
